,symbol,name,price,change,volumne
0,BOIL.L,Baron Oil Plc,0.0550,-0.0020,601.434M
1,MSMN.L,Mosman Oil And Gas Limited,0.0550,+0.0015,638.765M
2,DGI.L,DG Innovate Plc,0.0550,0.0000,439.665M
3,TRP.L,Tower Resources plc,0.0550,-0.0010,427.092M
4,MBT.L,Mobile Tornado Group plc,0.0550,0.0000,393.038M
5,ALBA.L,Alba Mineral Resources plc,0.0550,-0.0272,343.621M
6,INSP.L,Inspirit Energy Holdings Plc,0.0550,0.0000,285.79M
7,SYME.L,Supply@ME Capital plc,0.0550,+0.0003,249.813M
8,0N70.L,Biotest Aktiengesellschaft,0.0550,+3.50,249.259M
9,0VAQ.L,OceanaGold Corporation,0.0550,+0.0400,173.885M
10,LLOY.L,Lloyds Banking Group plc,0.0550,+0.09,148.173M
11,CLON.L,Clontarf Energy plc,0.0550,+0.0005,152.294M
12,ECHO.L,Echo Energy plc,0.0550,0.0000,141.75M
13,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,0.0550,+0.55,164.8M
14,RRR.L,Red Rock Resources plc,0.0550,-0.0075,138.98M
15,AJ88.L,,0.0550,+0.81,818M
16,88E.L,88 Energy Limited,0.0550,-0.0195,120.519M
17,PREM.L,Premier African Minerals Limited,0.0550,+0.0040,120.118M
18,FMET.L,Fulcrum Metals plc,0.0550,0.00,124.2M
19,0GA3.IL,Telecom Italia S.p.A.,0.0550,+0.0001,103.161M
20,BCE.L,Beacon Energy plc,0.0550,0.0000,103.016M
21,CRCL.L,Corcel Plc,0.0550,-0.1100,94.127M
22,GSC.L,GS Chain plc,0.0550,0.0000,103.5M
23,INX.L,i-nexus Global plc,0.0550,-0.5000,103.5M
24,KOD.L,Kodal Minerals Plc,0.0550,-0.0150,79.388M
25,MSMN.L,Mosman Oil And Gas Limited,0.0160,+0.0015,638.765M
26,DGI.L,DG Innovate Plc,0.0160,0.0000,439.665M
27,TRP.L,Tower Resources plc,0.0160,-0.0010,427.092M
28,MBT.L,Mobile Tornado Group plc,0.0160,0.0000,393.038M
29,ALBA.L,Alba Mineral Resources plc,0.0160,-0.0272,343.621M
30,INSP.L,Inspirit Energy Holdings Plc,0.0160,0.0000,285.79M
31,SYME.L,Supply@ME Capital plc,0.0160,+0.0003,249.813M
32,0N70.L,Biotest Aktiengesellschaft,0.0160,+3.50,249.259M
33,0VAQ.L,OceanaGold Corporation,0.0160,+0.0400,173.885M
34,LLOY.L,Lloyds Banking Group plc,0.0160,+0.09,148.173M
35,CLON.L,Clontarf Energy plc,0.0160,+0.0005,152.294M
36,ECHO.L,Echo Energy plc,0.0160,0.0000,141.75M
37,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,0.0160,+0.55,164.8M
38,RRR.L,Red Rock Resources plc,0.0160,-0.0075,138.98M
39,AJ88.L,,0.0160,+0.81,818M
40,88E.L,88 Energy Limited,0.0160,-0.0195,120.519M
41,PREM.L,Premier African Minerals Limited,0.0160,+0.0040,120.118M
42,FMET.L,Fulcrum Metals plc,0.0160,0.00,124.2M
43,0GA3.IL,Telecom Italia S.p.A.,0.0160,+0.0001,103.161M
44,BCE.L,Beacon Energy plc,0.0160,0.0000,103.016M
45,CRCL.L,Corcel Plc,0.0160,-0.1100,94.127M
46,INX.L,i-nexus Global plc,0.0160,-0.5000,103.5M
47,GSC.L,GS Chain plc,0.0160,0.0000,103.5M
48,KOD.L,Kodal Minerals Plc,0.0160,-0.0150,79.388M
49,BZT.L,Bezant Resources plc,0.0160,-0.0020,75.176M
50,DGI.L,DG Innovate Plc,0.1700,0.0000,439.665M
51,TRP.L,Tower Resources plc,0.1700,-0.0010,427.092M
52,MBT.L,Mobile Tornado Group plc,0.1700,0.0000,393.038M
53,ALBA.L,Alba Mineral Resources plc,0.1700,-0.0272,343.621M
54,INSP.L,Inspirit Energy Holdings Plc,0.1700,0.0000,285.79M
55,SYME.L,Supply@ME Capital plc,0.1700,+0.0003,249.813M
56,0N70.L,Biotest Aktiengesellschaft,0.1700,+3.50,249.259M
57,0VAQ.L,OceanaGold Corporation,0.1700,+0.0400,173.885M
58,LLOY.L,Lloyds Banking Group plc,0.1700,+0.09,148.173M
59,CLON.L,Clontarf Energy plc,0.1700,+0.0005,152.294M
60,ECHO.L,Echo Energy plc,0.1700,0.0000,141.75M
61,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,0.1700,+0.55,164.8M
62,RRR.L,Red Rock Resources plc,0.1700,-0.0075,138.98M
63,AJ88.L,,0.1700,+0.81,818M
64,88E.L,88 Energy Limited,0.1700,-0.0195,120.519M
65,PREM.L,Premier African Minerals Limited,0.1700,+0.0040,120.118M
66,FMET.L,Fulcrum Metals plc,0.1700,0.00,124.2M
67,0GA3.IL,Telecom Italia S.p.A.,0.1700,+0.0001,103.161M
68,BCE.L,Beacon Energy plc,0.1700,0.0000,103.016M
69,CRCL.L,Corcel Plc,0.1700,-0.1100,94.127M
70,GSC.L,GS Chain plc,0.1700,0.0000,103.5M
71,INX.L,i-nexus Global plc,0.1700,-0.5000,103.5M
72,KOD.L,Kodal Minerals Plc,0.1700,-0.0150,79.388M
73,BZT.L,Bezant Resources plc,0.1700,-0.0020,75.176M
74,AMGO.L,Amigo Holdings PLC,0.1700,+0.1500,75.159M
75,TRP.L,Tower Resources plc,0.0185,-0.0010,427.092M
76,MBT.L,Mobile Tornado Group plc,0.0185,0.0000,393.038M
77,ALBA.L,Alba Mineral Resources plc,0.0185,-0.0272,343.621M
78,INSP.L,Inspirit Energy Holdings Plc,0.0185,0.0000,285.79M
79,SYME.L,Supply@ME Capital plc,0.0185,+0.0003,249.813M
80,0N70.L,Biotest Aktiengesellschaft,0.0185,+3.50,249.259M
81,0VAQ.L,OceanaGold Corporation,0.0185,+0.0400,173.885M
82,LLOY.L,Lloyds Banking Group plc,0.0185,+0.09,148.173M
83,CLON.L,Clontarf Energy plc,0.0185,+0.0005,152.294M
84,ECHO.L,Echo Energy plc,0.0185,0.0000,141.75M
85,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,0.0185,+0.55,164.8M
86,RRR.L,Red Rock Resources plc,0.0185,-0.0075,138.98M
87,AJ88.L,,0.0185,+0.81,818M
88,88E.L,88 Energy Limited,0.0185,-0.0195,120.519M
89,PREM.L,Premier African Minerals Limited,0.0185,+0.0040,120.118M
90,FMET.L,Fulcrum Metals plc,0.0185,0.00,124.2M
91,0GA3.IL,Telecom Italia S.p.A.,0.0185,+0.0001,103.161M
92,BCE.L,Beacon Energy plc,0.0185,0.0000,103.016M
93,CRCL.L,Corcel Plc,0.0185,-0.1100,94.127M
94,INX.L,i-nexus Global plc,0.0185,-0.5000,103.5M
95,GSC.L,GS Chain plc,0.0185,0.0000,103.5M
96,KOD.L,Kodal Minerals Plc,0.0185,-0.0150,79.388M
97,BZT.L,Bezant Resources plc,0.0185,-0.0020,75.176M
98,AMGO.L,Amigo Holdings PLC,0.0185,+0.1500,75.159M
99,HE1.L,Helium One Global Ltd,0.0185,-0.0230,69.927M
100,MBT.L,Mobile Tornado Group plc,0.7500,0.0000,393.038M
101,ALBA.L,Alba Mineral Resources plc,0.7500,-0.0272,343.621M
102,INSP.L,Inspirit Energy Holdings Plc,0.7500,0.0000,285.79M
103,SYME.L,Supply@ME Capital plc,0.7500,+0.0003,249.813M
104,0N70.L,Biotest Aktiengesellschaft,0.7500,+3.50,249.259M
105,0VAQ.L,OceanaGold Corporation,0.7500,+0.0400,173.885M
106,LLOY.L,Lloyds Banking Group plc,0.7500,+0.09,148.173M
107,CLON.L,Clontarf Energy plc,0.7500,+0.0005,152.294M
108,ECHO.L,Echo Energy plc,0.7500,0.0000,141.75M
109,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,0.7500,+0.55,164.8M
110,RRR.L,Red Rock Resources plc,0.7500,-0.0075,138.98M
111,AJ88.L,,0.7500,+0.81,818M
112,88E.L,88 Energy Limited,0.7500,-0.0195,120.519M
113,PREM.L,Premier African Minerals Limited,0.7500,+0.0040,120.118M
114,FMET.L,Fulcrum Metals plc,0.7500,0.00,124.2M
115,0GA3.IL,Telecom Italia S.p.A.,0.7500,+0.0001,103.161M
116,BCE.L,Beacon Energy plc,0.7500,0.0000,103.016M
117,CRCL.L,Corcel Plc,0.7500,-0.1100,94.127M
118,INX.L,i-nexus Global plc,0.7500,-0.5000,103.5M
119,GSC.L,GS Chain plc,0.7500,0.0000,103.5M
120,KOD.L,Kodal Minerals Plc,0.7500,-0.0150,79.388M
121,BZT.L,Bezant Resources plc,0.7500,-0.0020,75.176M
122,AMGO.L,Amigo Holdings PLC,0.7500,+0.1500,75.159M
123,HE1.L,Helium One Global Ltd,0.7500,-0.0230,69.927M
124,CEG.L,Challenger Energy Group PLC,0.7500,-0.0025,76.669M
125,ALBA.L,Alba Mineral Resources plc,0.0698,-0.0272,343.621M
126,INSP.L,Inspirit Energy Holdings Plc,0.0698,0.0000,285.79M
127,SYME.L,Supply@ME Capital plc,0.0698,+0.0003,249.813M
128,0N70.L,Biotest Aktiengesellschaft,0.0698,+3.50,249.259M
129,0VAQ.L,OceanaGold Corporation,0.0698,+0.0400,173.885M
130,LLOY.L,Lloyds Banking Group plc,0.0698,+0.09,148.173M
131,CLON.L,Clontarf Energy plc,0.0698,+0.0005,152.294M
132,ECHO.L,Echo Energy plc,0.0698,0.0000,141.75M
133,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,0.0698,+0.55,164.8M
134,RRR.L,Red Rock Resources plc,0.0698,-0.0075,138.98M
135,AJ88.L,,0.0698,+0.81,818M
136,88E.L,88 Energy Limited,0.0698,-0.0195,120.519M
137,PREM.L,Premier African Minerals Limited,0.0698,+0.0040,120.118M
138,FMET.L,Fulcrum Metals plc,0.0698,0.00,124.2M
139,0GA3.IL,Telecom Italia S.p.A.,0.0698,+0.0001,103.161M
140,BCE.L,Beacon Energy plc,0.0698,0.0000,103.016M
141,CRCL.L,Corcel Plc,0.0698,-0.1100,94.127M
142,INX.L,i-nexus Global plc,0.0698,-0.5000,103.5M
143,GSC.L,GS Chain plc,0.0698,0.0000,103.5M
144,KOD.L,Kodal Minerals Plc,0.0698,-0.0150,79.388M
145,BZT.L,Bezant Resources plc,0.0698,-0.0020,75.176M
146,AMGO.L,Amigo Holdings PLC,0.0698,+0.1500,75.159M
147,HE1.L,Helium One Global Ltd,0.0698,-0.0230,69.927M
148,CEG.L,Challenger Energy Group PLC,0.0698,-0.0025,76.669M
149,VOD.L,Vodafone Group Plc,0.0698,+1.04,86.967M
150,INSP.L,Inspirit Energy Holdings Plc,0.0085,0.0000,285.79M
151,SYME.L,Supply@ME Capital plc,0.0085,+0.0003,249.813M
152,0N70.L,Biotest Aktiengesellschaft,0.0085,+3.50,249.259M
153,0VAQ.L,OceanaGold Corporation,0.0085,+0.0400,173.885M
154,LLOY.L,Lloyds Banking Group plc,0.0085,+0.09,148.173M
155,CLON.L,Clontarf Energy plc,0.0085,+0.0005,152.294M
156,ECHO.L,Echo Energy plc,0.0085,0.0000,141.75M
157,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,0.0085,+0.55,164.8M
158,RRR.L,Red Rock Resources plc,0.0085,-0.0075,138.98M
159,AJ88.L,,0.0085,+0.81,818M
160,88E.L,88 Energy Limited,0.0085,-0.0195,120.519M
161,PREM.L,Premier African Minerals Limited,0.0085,+0.0040,120.118M
162,FMET.L,Fulcrum Metals plc,0.0085,0.00,124.2M
163,0GA3.IL,Telecom Italia S.p.A.,0.0085,+0.0001,103.161M
164,BCE.L,Beacon Energy plc,0.0085,0.0000,103.016M
165,CRCL.L,Corcel Plc,0.0085,-0.1100,94.127M
166,GSC.L,GS Chain plc,0.0085,0.0000,103.5M
167,INX.L,i-nexus Global plc,0.0085,-0.5000,103.5M
168,KOD.L,Kodal Minerals Plc,0.0085,-0.0150,79.388M
169,BZT.L,Bezant Resources plc,0.0085,-0.0020,75.176M
170,AMGO.L,Amigo Holdings PLC,0.0085,+0.1500,75.159M
171,HE1.L,Helium One Global Ltd,0.0085,-0.0230,69.927M
172,CEG.L,Challenger Energy Group PLC,0.0085,-0.0025,76.669M
173,VOD.L,Vodafone Group Plc,0.0085,+1.04,86.967M
174,IRON.L,Ironveld Plc,0.0085,-0.0525,63.007M
175,SYME.L,Supply@ME Capital plc,0.0355,+0.0003,249.813M
176,0N70.L,Biotest Aktiengesellschaft,0.0355,+3.50,249.259M
177,0VAQ.L,OceanaGold Corporation,0.0355,+0.0400,173.885M
178,LLOY.L,Lloyds Banking Group plc,0.0355,+0.09,148.173M
179,CLON.L,Clontarf Energy plc,0.0355,+0.0005,152.294M
180,ECHO.L,Echo Energy plc,0.0355,0.0000,141.75M
181,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,0.0355,+0.55,164.8M
182,RRR.L,Red Rock Resources plc,0.0355,-0.0075,138.98M
183,AJ88.L,,0.0355,+0.81,818M
184,88E.L,88 Energy Limited,0.0355,-0.0195,120.519M
185,PREM.L,Premier African Minerals Limited,0.0355,+0.0040,120.118M
186,FMET.L,Fulcrum Metals plc,0.0355,0.00,124.2M
187,0GA3.IL,Telecom Italia S.p.A.,0.0355,+0.0001,103.161M
188,BCE.L,Beacon Energy plc,0.0355,0.0000,103.016M
189,CRCL.L,Corcel Plc,0.0355,-0.1100,94.127M
190,GSC.L,GS Chain plc,0.0355,0.0000,103.5M
191,INX.L,i-nexus Global plc,0.0355,-0.5000,103.5M
192,KOD.L,Kodal Minerals Plc,0.0355,-0.0150,79.388M
193,BZT.L,Bezant Resources plc,0.0355,-0.0020,75.176M
194,AMGO.L,Amigo Holdings PLC,0.0355,+0.1500,75.159M
195,HE1.L,Helium One Global Ltd,0.0355,-0.0230,69.927M
196,CEG.L,Challenger Energy Group PLC,0.0355,-0.0025,76.669M
197,VOD.L,Vodafone Group Plc,0.0355,+1.04,86.967M
198,IRON.L,Ironveld Plc,0.0355,-0.0525,63.007M
199,AJ44.L,,0.0355,+0.24,409M
200,0N70.L,Biotest Aktiengesellschaft,26.50,+3.50,249.259M
201,0VAQ.L,OceanaGold Corporation,26.50,+0.0400,173.885M
202,LLOY.L,Lloyds Banking Group plc,26.50,+0.09,148.173M
203,CLON.L,Clontarf Energy plc,26.50,+0.0005,152.294M
204,ECHO.L,Echo Energy plc,26.50,0.0000,141.75M
205,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,26.50,+0.55,164.8M
206,RRR.L,Red Rock Resources plc,26.50,-0.0075,138.98M
207,AJ88.L,,26.50,+0.81,818M
208,88E.L,88 Energy Limited,26.50,-0.0195,120.519M
209,PREM.L,Premier African Minerals Limited,26.50,+0.0040,120.118M
210,FMET.L,Fulcrum Metals plc,26.50,0.00,124.2M
211,0GA3.IL,Telecom Italia S.p.A.,26.50,+0.0001,103.161M
212,BCE.L,Beacon Energy plc,26.50,0.0000,103.016M
213,CRCL.L,Corcel Plc,26.50,-0.1100,94.127M
214,INX.L,i-nexus Global plc,26.50,-0.5000,103.5M
215,GSC.L,GS Chain plc,26.50,0.0000,103.5M
216,KOD.L,Kodal Minerals Plc,26.50,-0.0150,79.388M
217,BZT.L,Bezant Resources plc,26.50,-0.0020,75.176M
218,AMGO.L,Amigo Holdings PLC,26.50,+0.1500,75.159M
219,HE1.L,Helium One Global Ltd,26.50,-0.0230,69.927M
220,CEG.L,Challenger Energy Group PLC,26.50,-0.0025,76.669M
221,VOD.L,Vodafone Group Plc,26.50,+1.04,86.967M
222,IRON.L,Ironveld Plc,26.50,-0.0525,63.007M
223,AJ44.L,,26.50,+0.24,409M
224,JD.L,JD Sports Fashion Plc,26.50,+18.20,55.143M
225,0VAQ.L,OceanaGold Corporation,2.7500,+0.0400,173.885M
226,LLOY.L,Lloyds Banking Group plc,2.7500,+0.09,148.173M
227,CLON.L,Clontarf Energy plc,2.7500,+0.0005,152.294M
228,ECHO.L,Echo Energy plc,2.7500,0.0000,141.75M
229,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,2.7500,+0.55,164.8M
230,RRR.L,Red Rock Resources plc,2.7500,-0.0075,138.98M
231,AJ88.L,,2.7500,+0.81,818M
232,88E.L,88 Energy Limited,2.7500,-0.0195,120.519M
233,PREM.L,Premier African Minerals Limited,2.7500,+0.0040,120.118M
234,FMET.L,Fulcrum Metals plc,2.7500,0.00,124.2M
235,0GA3.IL,Telecom Italia S.p.A.,2.7500,+0.0001,103.161M
236,BCE.L,Beacon Energy plc,2.7500,0.0000,103.016M
237,CRCL.L,Corcel Plc,2.7500,-0.1100,94.127M
238,INX.L,i-nexus Global plc,2.7500,-0.5000,103.5M
239,GSC.L,GS Chain plc,2.7500,0.0000,103.5M
240,KOD.L,Kodal Minerals Plc,2.7500,-0.0150,79.388M
241,BZT.L,Bezant Resources plc,2.7500,-0.0020,75.176M
242,AMGO.L,Amigo Holdings PLC,2.7500,+0.1500,75.159M
243,HE1.L,Helium One Global Ltd,2.7500,-0.0230,69.927M
244,CEG.L,Challenger Energy Group PLC,2.7500,-0.0025,76.669M
245,VOD.L,Vodafone Group Plc,2.7500,+1.04,86.967M
246,IRON.L,Ironveld Plc,2.7500,-0.0525,63.007M
247,AJ44.L,,2.7500,+0.24,409M
248,JD.L,JD Sports Fashion Plc,2.7500,+18.20,55.143M
249,NI71.L,INVESTEC PLC 9.125% CALL REST S,2.7500,+1.75,62.363M
250,LLOY.L,Lloyds Banking Group plc,51.76,+0.09,148.173M
251,CLON.L,Clontarf Energy plc,51.76,+0.0005,152.294M
252,ECHO.L,Echo Energy plc,51.76,0.0000,141.75M
253,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,51.76,+0.55,164.8M
254,RRR.L,Red Rock Resources plc,51.76,-0.0075,138.98M
255,AJ88.L,,51.76,+0.81,818M
256,88E.L,88 Energy Limited,51.76,-0.0195,120.519M
257,PREM.L,Premier African Minerals Limited,51.76,+0.0040,120.118M
258,FMET.L,Fulcrum Metals plc,51.76,0.00,124.2M
259,0GA3.IL,Telecom Italia S.p.A.,51.76,+0.0001,103.161M
260,BCE.L,Beacon Energy plc,51.76,0.0000,103.016M
261,CRCL.L,Corcel Plc,51.76,-0.1100,94.127M
262,INX.L,i-nexus Global plc,51.76,-0.5000,103.5M
263,GSC.L,GS Chain plc,51.76,0.0000,103.5M
264,KOD.L,Kodal Minerals Plc,51.76,-0.0150,79.388M
265,BZT.L,Bezant Resources plc,51.76,-0.0020,75.176M
266,AMGO.L,Amigo Holdings PLC,51.76,+0.1500,75.159M
267,HE1.L,Helium One Global Ltd,51.76,-0.0230,69.927M
268,CEG.L,Challenger Energy Group PLC,51.76,-0.0025,76.669M
269,VOD.L,Vodafone Group Plc,51.76,+1.04,86.967M
270,IRON.L,Ironveld Plc,51.76,-0.0525,63.007M
271,AJ44.L,,51.76,+0.24,409M
272,JD.L,JD Sports Fashion Plc,51.76,+18.20,55.143M
273,NI71.L,INVESTEC PLC 9.125% CALL REST S,51.76,+1.75,62.363M
274,SYN.L,Synergia Energy Ltd,51.76,+0.0025,65.601M
275,CLON.L,Clontarf Energy plc,0.0365,+0.0005,152.294M
276,ECHO.L,Echo Energy plc,0.0365,0.0000,141.75M
277,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,0.0365,+0.55,164.8M
278,RRR.L,Red Rock Resources plc,0.0365,-0.0075,138.98M
279,AJ88.L,,0.0365,+0.81,818M
280,88E.L,88 Energy Limited,0.0365,-0.0195,120.519M
281,PREM.L,Premier African Minerals Limited,0.0365,+0.0040,120.118M
282,FMET.L,Fulcrum Metals plc,0.0365,0.00,124.2M
283,0GA3.IL,Telecom Italia S.p.A.,0.0365,+0.0001,103.161M
284,BCE.L,Beacon Energy plc,0.0365,0.0000,103.016M
285,CRCL.L,Corcel Plc,0.0365,-0.1100,94.127M
286,GSC.L,GS Chain plc,0.0365,0.0000,103.5M
287,INX.L,i-nexus Global plc,0.0365,-0.5000,103.5M
288,KOD.L,Kodal Minerals Plc,0.0365,-0.0150,79.388M
289,BZT.L,Bezant Resources plc,0.0365,-0.0020,75.176M
290,AMGO.L,Amigo Holdings PLC,0.0365,+0.1500,75.159M
291,HE1.L,Helium One Global Ltd,0.0365,-0.0230,69.927M
292,CEG.L,Challenger Energy Group PLC,0.0365,-0.0025,76.669M
293,VOD.L,Vodafone Group Plc,0.0365,+1.04,86.967M
294,IRON.L,Ironveld Plc,0.0365,-0.0525,63.007M
295,AJ44.L,,0.0365,+0.24,409M
296,JD.L,JD Sports Fashion Plc,0.0365,+18.20,55.143M
297,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.0365,+1.75,62.363M
298,SYN.L,Synergia Energy Ltd,0.0365,+0.0025,65.601M
299,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.0365,-0.10,61.5M
300,ECHO.L,Echo Energy plc,0.0042,0.0000,141.75M
301,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,0.0042,+0.55,164.8M
302,RRR.L,Red Rock Resources plc,0.0042,-0.0075,138.98M
303,AJ88.L,,0.0042,+0.81,818M
304,88E.L,88 Energy Limited,0.0042,-0.0195,120.519M
305,PREM.L,Premier African Minerals Limited,0.0042,+0.0040,120.118M
306,FMET.L,Fulcrum Metals plc,0.0042,0.00,124.2M
307,0GA3.IL,Telecom Italia S.p.A.,0.0042,+0.0001,103.161M
308,BCE.L,Beacon Energy plc,0.0042,0.0000,103.016M
309,CRCL.L,Corcel Plc,0.0042,-0.1100,94.127M
310,INX.L,i-nexus Global plc,0.0042,-0.5000,103.5M
311,GSC.L,GS Chain plc,0.0042,0.0000,103.5M
312,KOD.L,Kodal Minerals Plc,0.0042,-0.0150,79.388M
313,BZT.L,Bezant Resources plc,0.0042,-0.0020,75.176M
314,AMGO.L,Amigo Holdings PLC,0.0042,+0.1500,75.159M
315,HE1.L,Helium One Global Ltd,0.0042,-0.0230,69.927M
316,CEG.L,Challenger Energy Group PLC,0.0042,-0.0025,76.669M
317,VOD.L,Vodafone Group Plc,0.0042,+1.04,86.967M
318,IRON.L,Ironveld Plc,0.0042,-0.0525,63.007M
319,AJ44.L,,0.0042,+0.24,409M
320,JD.L,JD Sports Fashion Plc,0.0042,+18.20,55.143M
321,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.0042,+1.75,62.363M
322,SYN.L,Synergia Energy Ltd,0.0042,+0.0025,65.601M
323,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.0042,-0.10,61.5M
324,BARC.L,Barclays PLC,0.0042,+1.68,47.929M
325,BO08.L,BARCLAYS PLC 4.506% RESET SNR C,102.24,+0.55,164.8M
326,RRR.L,Red Rock Resources plc,102.24,-0.0075,138.98M
327,AJ88.L,,102.24,+0.81,818M
328,88E.L,88 Energy Limited,102.24,-0.0195,120.519M
329,PREM.L,Premier African Minerals Limited,102.24,+0.0040,120.118M
330,FMET.L,Fulcrum Metals plc,102.24,0.00,124.2M
331,0GA3.IL,Telecom Italia S.p.A.,102.24,+0.0001,103.161M
332,BCE.L,Beacon Energy plc,102.24,0.0000,103.016M
333,CRCL.L,Corcel Plc,102.24,-0.1100,94.127M
334,GSC.L,GS Chain plc,102.24,0.0000,103.5M
335,INX.L,i-nexus Global plc,102.24,-0.5000,103.5M
336,KOD.L,Kodal Minerals Plc,102.24,-0.0150,79.388M
337,BZT.L,Bezant Resources plc,102.24,-0.0020,75.176M
338,AMGO.L,Amigo Holdings PLC,102.24,+0.1500,75.159M
339,HE1.L,Helium One Global Ltd,102.24,-0.0230,69.927M
340,CEG.L,Challenger Energy Group PLC,102.24,-0.0025,76.669M
341,VOD.L,Vodafone Group Plc,102.24,+1.04,86.967M
342,IRON.L,Ironveld Plc,102.24,-0.0525,63.007M
343,AJ44.L,,102.24,+0.24,409M
344,JD.L,JD Sports Fashion Plc,102.24,+18.20,55.143M
345,NI71.L,INVESTEC PLC 9.125% CALL REST S,102.24,+1.75,62.363M
346,SYN.L,Synergia Energy Ltd,102.24,+0.0025,65.601M
347,76ZT.L,BANK OF AMERICA CORPORATION 3.6,102.24,-0.10,61.5M
348,BARC.L,Barclays PLC,102.24,+1.68,47.929M
349,SIGC.L,Sherborne Investors (Guernsey) C Ltd,102.24,0.00,53.981M
350,RRR.L,Red Rock Resources plc,0.0575,-0.0075,138.98M
351,AJ88.L,,0.0575,+0.81,818M
352,88E.L,88 Energy Limited,0.0575,-0.0195,120.519M
353,PREM.L,Premier African Minerals Limited,0.0575,+0.0040,120.118M
354,FMET.L,Fulcrum Metals plc,0.0575,0.00,124.2M
355,0GA3.IL,Telecom Italia S.p.A.,0.0575,+0.0001,103.161M
356,BCE.L,Beacon Energy plc,0.0575,0.0000,103.016M
357,CRCL.L,Corcel Plc,0.0575,-0.1100,94.127M
358,INX.L,i-nexus Global plc,0.0575,-0.5000,103.5M
359,GSC.L,GS Chain plc,0.0575,0.0000,103.5M
360,KOD.L,Kodal Minerals Plc,0.0575,-0.0150,79.388M
361,BZT.L,Bezant Resources plc,0.0575,-0.0020,75.176M
362,AMGO.L,Amigo Holdings PLC,0.0575,+0.1500,75.159M
363,HE1.L,Helium One Global Ltd,0.0575,-0.0230,69.927M
364,CEG.L,Challenger Energy Group PLC,0.0575,-0.0025,76.669M
365,VOD.L,Vodafone Group Plc,0.0575,+1.04,86.967M
366,IRON.L,Ironveld Plc,0.0575,-0.0525,63.007M
367,AJ44.L,,0.0575,+0.24,409M
368,JD.L,JD Sports Fashion Plc,0.0575,+18.20,55.143M
369,NI71.L,INVESTEC PLC 9.125% CALL REST S,0.0575,+1.75,62.363M
370,SYN.L,Synergia Energy Ltd,0.0575,+0.0025,65.601M
371,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.0575,-0.10,61.5M
372,BARC.L,Barclays PLC,0.0575,+1.68,47.929M
373,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.0575,0.00,53.981M
374,BOIL.AQ,Baron Oil PLC,0.0575,-0.0039,45.615M
375,AJ88.L,,102.58,+0.81,818M
376,88E.L,88 Energy Limited,102.58,-0.0195,120.519M
377,PREM.L,Premier African Minerals Limited,102.58,+0.0040,120.118M
378,FMET.L,Fulcrum Metals plc,102.58,0.00,124.2M
379,0GA3.IL,Telecom Italia S.p.A.,102.58,+0.0001,103.161M
380,BCE.L,Beacon Energy plc,102.58,0.0000,103.016M
381,CRCL.L,Corcel Plc,102.58,-0.1100,94.127M
382,GSC.L,GS Chain plc,102.58,0.0000,103.5M
383,INX.L,i-nexus Global plc,102.58,-0.5000,103.5M
384,KOD.L,Kodal Minerals Plc,102.58,-0.0150,79.388M
385,BZT.L,Bezant Resources plc,102.58,-0.0020,75.176M
386,AMGO.L,Amigo Holdings PLC,102.58,+0.1500,75.159M
387,HE1.L,Helium One Global Ltd,102.58,-0.0230,69.927M
388,CEG.L,Challenger Energy Group PLC,102.58,-0.0025,76.669M
389,VOD.L,Vodafone Group Plc,102.58,+1.04,86.967M
390,IRON.L,Ironveld Plc,102.58,-0.0525,63.007M
391,AJ44.L,,102.58,+0.24,409M
392,JD.L,JD Sports Fashion Plc,102.58,+18.20,55.143M
393,NI71.L,INVESTEC PLC 9.125% CALL REST S,102.58,+1.75,62.363M
394,SYN.L,Synergia Energy Ltd,102.58,+0.0025,65.601M
395,76ZT.L,BANK OF AMERICA CORPORATION 3.6,102.58,-0.10,61.5M
396,BARC.L,Barclays PLC,102.58,+1.68,47.929M
397,SIGC.L,Sherborne Investors (Guernsey) C Ltd,102.58,0.00,53.981M
398,BOIL.AQ,Baron Oil PLC,102.58,-0.0039,45.615M
399,GBP.L,Global Petroleum Limited,102.58,-0.0100,45.106M
400,88E.L,88 Energy Limited,0.2605,-0.0195,120.519M
401,PREM.L,Premier African Minerals Limited,0.2605,+0.0040,120.118M
402,FMET.L,Fulcrum Metals plc,0.2605,0.00,124.2M
