,symbol,name,price,change,volumne
1178,KAT.L,Katoro Gold plc,0.2750,+0.0025,32.048M
1179,LLOYL.XC,Lloyds Banking Group plc,0.2750,+0.02,31.157M
1180,KEFI.L,KEFI Minerals Plc,0.2750,-0.0150,33.229M
1181,VRS.L,Versarien plc,0.2750,-0.0040,30.078M
1182,BP.L,BP p.l.c.,0.2750,+2.90,28.747M
1183,0NMK.IL,Vestas Wind Systems A/S,0.2750,+0.81,27.258M
1184,BYOT.L,Byotrol plc,0.2750,-0.2250,27.179M
1185,0O1W.IL,SAS AB (publ),0.2750,+0.0009,26.715M
1186,UKOG.L,UK Oil & Gas Investments PLC,0.2750,+0.0075,25.171M
1187,CPX.L,CAP-XX Limited,0.2750,-0.0025,28.714M
1188,0J3I.L,European Lithium Limited,0.2750,-0.0134,27.973M
1189,GLEN.L,Glencore Plc,0.2750,+6.55,23.712M
1190,ZEN.L,Zenith Energy Ltd.,0.2750,-0.0500,27.342M
1191,TOM.L,TomCo Energy Plc,0.2750,-0.0020,27.882M
1192,SCIR.L,Scirocco Energy Plc,0.2750,-0.0500,25.367M
1193,VAST.L,Vast Resources plc,0.2750,0.0000,22.675M
1194,0VL5.L,Torex Gold Resources Inc.,0.2750,+0.05,26.228M
1195,ZPHR.L,Zephyr Energy plc,0.2750,-0.6000,22.918M
1196,ENET.L,Ethernity Networks Ltd.,0.2750,+0.0500,22.491M
1197,CLA.L,Celsius Resources Limited,0.2750,-0.0250,24.9M
1198,BLU.L,Blue Star Capital plc,0.2750,0.0000,21.231M
1199,0RU5.L,BerGenBio ASA,0.2750,+0.0185,24.592M
1200,0RUU.L,Starbreeze AB (publ),0.2420,+0.0020,37.9M
1201,IAG.L,"International Consolidated Airlines Group, S.A.",0.2420,+5.25,41.871M
1202,KAT.L,Katoro Gold plc,0.2420,+0.0025,32.048M
1203,LLOYL.XC,Lloyds Banking Group plc,0.2420,+0.02,31.157M
1204,KEFI.L,KEFI Minerals Plc,0.2420,-0.0150,33.229M
1205,VRS.L,Versarien plc,0.2420,-0.0040,30.078M
1206,BP.L,BP p.l.c.,0.2420,+2.90,28.747M
1207,0NMK.IL,Vestas Wind Systems A/S,0.2420,+0.81,27.258M
1208,BYOT.L,Byotrol plc,0.2420,-0.2250,27.179M
1209,0O1W.IL,SAS AB (publ),0.2420,+0.0009,26.715M
1210,UKOG.L,UK Oil & Gas Investments PLC,0.2420,+0.0075,25.171M
1211,CPX.L,CAP-XX Limited,0.2420,-0.0025,28.714M
1212,0J3I.L,European Lithium Limited,0.2420,-0.0134,27.973M
1213,GLEN.L,Glencore Plc,0.2420,+6.55,23.712M
1214,ZEN.L,Zenith Energy Ltd.,0.2420,-0.0500,27.342M
1215,TOM.L,TomCo Energy Plc,0.2420,-0.0020,27.882M
1216,SCIR.L,Scirocco Energy Plc,0.2420,-0.0500,25.367M
1217,VAST.L,Vast Resources plc,0.2420,0.0000,22.675M
1218,0VL5.L,Torex Gold Resources Inc.,0.2420,+0.05,26.228M
1219,ZPHR.L,Zephyr Energy plc,0.2420,-0.6000,22.918M
1220,ENET.L,Ethernity Networks Ltd.,0.2420,+0.0500,22.491M
1221,CLA.L,Celsius Resources Limited,0.2420,-0.0250,24.9M
1222,BLU.L,Blue Star Capital plc,0.2420,0.0000,21.231M
1223,0RU5.L,BerGenBio ASA,0.2420,+0.0185,24.592M
1224,GWMO.L,Great Western Mining Corporation PLC,0.2420,+0.0010,20.765M
1225,IAG.L,"International Consolidated Airlines Group, S.A.",176.75,+5.25,41.871M
1226,KAT.L,Katoro Gold plc,176.75,+0.0025,32.048M
1227,LLOYL.XC,Lloyds Banking Group plc,176.75,+0.02,31.157M
1228,KEFI.L,KEFI Minerals Plc,176.75,-0.0150,33.229M
1229,VRS.L,Versarien plc,176.75,-0.0040,30.078M
1230,BP.L,BP p.l.c.,176.75,+2.90,28.747M
1231,0NMK.IL,Vestas Wind Systems A/S,176.75,+0.81,27.258M
1232,BYOT.L,Byotrol plc,176.75,-0.2250,27.179M
1233,0O1W.IL,SAS AB (publ),176.75,+0.0009,26.715M
1234,UKOG.L,UK Oil & Gas Investments PLC,176.75,+0.0075,25.171M
1235,CPX.L,CAP-XX Limited,176.75,-0.0025,28.714M
1236,0J3I.L,European Lithium Limited,176.75,-0.0134,27.973M
1237,GLEN.L,Glencore Plc,176.75,+6.55,23.712M
1238,ZEN.L,Zenith Energy Ltd.,176.75,-0.0500,27.342M
1239,TOM.L,TomCo Energy Plc,176.75,-0.0020,27.882M
1240,SCIR.L,Scirocco Energy Plc,176.75,-0.0500,25.367M
1241,VAST.L,Vast Resources plc,176.75,0.0000,22.675M
1242,0VL5.L,Torex Gold Resources Inc.,176.75,+0.05,26.228M
1243,ZPHR.L,Zephyr Energy plc,176.75,-0.6000,22.918M
1244,ENET.L,Ethernity Networks Ltd.,176.75,+0.0500,22.491M
1245,CLA.L,Celsius Resources Limited,176.75,-0.0250,24.9M
1246,BLU.L,Blue Star Capital plc,176.75,0.0000,21.231M
1247,0RU5.L,BerGenBio ASA,176.75,+0.0185,24.592M
1248,GWMO.L,Great Western Mining Corporation PLC,176.75,+0.0010,20.765M
1249,TRAF.L,Trafalgar Property Group plc,176.75,-0.0100,23.202M
1250,KAT.L,Katoro Gold plc,0.0900,+0.0025,32.048M
1251,LLOYL.XC,Lloyds Banking Group plc,0.0900,+0.02,31.157M
1252,KEFI.L,KEFI Minerals Plc,0.0900,-0.0150,33.229M
1253,VRS.L,Versarien plc,0.0900,-0.0040,30.078M
1254,BP.L,BP p.l.c.,0.0900,+2.90,28.747M
1255,0NMK.IL,Vestas Wind Systems A/S,0.0900,+0.81,27.258M
1256,BYOT.L,Byotrol plc,0.0900,-0.2250,27.179M
1257,0O1W.IL,SAS AB (publ),0.0900,+0.0009,26.715M
1258,UKOG.L,UK Oil & Gas Investments PLC,0.0900,+0.0075,25.171M
1259,CPX.L,CAP-XX Limited,0.0900,-0.0025,28.714M
1260,0J3I.L,European Lithium Limited,0.0900,-0.0134,27.973M
1261,GLEN.L,Glencore Plc,0.0900,+6.55,23.712M
1262,ZEN.L,Zenith Energy Ltd.,0.0900,-0.0500,27.342M
1263,TOM.L,TomCo Energy Plc,0.0900,-0.0020,27.882M
1264,SCIR.L,Scirocco Energy Plc,0.0900,-0.0500,25.367M
1265,VAST.L,Vast Resources plc,0.0900,0.0000,22.675M
1266,0VL5.L,Torex Gold Resources Inc.,0.0900,+0.05,26.228M
1267,ZPHR.L,Zephyr Energy plc,0.0900,-0.6000,22.918M
1268,ENET.L,Ethernity Networks Ltd.,0.0900,+0.0500,22.491M
1269,CLA.L,Celsius Resources Limited,0.0900,-0.0250,24.9M
1270,BLU.L,Blue Star Capital plc,0.0900,0.0000,21.231M
1271,0RU5.L,BerGenBio ASA,0.0900,+0.0185,24.592M
1272,GWMO.L,Great Western Mining Corporation PLC,0.0900,+0.0010,20.765M
1273,TRAF.L,Trafalgar Property Group plc,0.0900,-0.0100,23.202M
1274,CORO.L,Coro Energy plc,0.0900,0.0000,22.388M
1275,LLOYL.XC,Lloyds Banking Group plc,51.71,+0.02,31.157M
1276,KEFI.L,KEFI Minerals Plc,51.71,-0.0150,33.229M
1277,VRS.L,Versarien plc,51.71,-0.0040,30.078M
1278,BP.L,BP p.l.c.,51.71,+2.90,28.747M
1279,0NMK.IL,Vestas Wind Systems A/S,51.71,+0.81,27.258M
1280,BYOT.L,Byotrol plc,51.71,-0.2250,27.179M
1281,0O1W.IL,SAS AB (publ),51.71,+0.0009,26.715M
1282,UKOG.L,UK Oil & Gas Investments PLC,51.71,+0.0075,25.171M
1283,CPX.L,CAP-XX Limited,51.71,-0.0025,28.714M
1284,0J3I.L,European Lithium Limited,51.71,-0.0134,27.973M
1285,GLEN.L,Glencore Plc,51.71,+6.55,23.712M
1286,ZEN.L,Zenith Energy Ltd.,51.71,-0.0500,27.342M
1287,TOM.L,TomCo Energy Plc,51.71,-0.0020,27.882M
1288,SCIR.L,Scirocco Energy Plc,51.71,-0.0500,25.367M
1289,VAST.L,Vast Resources plc,51.71,0.0000,22.675M
1290,0VL5.L,Torex Gold Resources Inc.,51.71,+0.05,26.228M
1291,ZPHR.L,Zephyr Energy plc,51.71,-0.6000,22.918M
1292,ENET.L,Ethernity Networks Ltd.,51.71,+0.0500,22.491M
1293,CLA.L,Celsius Resources Limited,51.71,-0.0250,24.9M
1294,BLU.L,Blue Star Capital plc,51.71,0.0000,21.231M
1295,0RU5.L,BerGenBio ASA,51.71,+0.0185,24.592M
1296,GWMO.L,Great Western Mining Corporation PLC,51.71,+0.0010,20.765M
1297,TRAF.L,Trafalgar Property Group plc,51.71,-0.0100,23.202M
1298,CORO.L,Coro Energy plc,51.71,0.0000,22.388M
1299,SOLG.L,SolGold plc,51.71,+1.31,19.924M
1300,KEFI.L,KEFI Minerals Plc,0.5570,-0.0150,33.229M
1301,VRS.L,Versarien plc,0.5570,-0.0040,30.078M
1302,BP.L,BP p.l.c.,0.5570,+2.90,28.747M
1303,0NMK.IL,Vestas Wind Systems A/S,0.5570,+0.81,27.258M
1304,BYOT.L,Byotrol plc,0.5570,-0.2250,27.179M
1305,0O1W.IL,SAS AB (publ),0.5570,+0.0009,26.715M
1306,UKOG.L,UK Oil & Gas Investments PLC,0.5570,+0.0075,25.171M
1307,CPX.L,CAP-XX Limited,0.5570,-0.0025,28.714M
1308,0J3I.L,European Lithium Limited,0.5570,-0.0134,27.973M
1309,GLEN.L,Glencore Plc,0.5570,+6.55,23.712M
1310,ZEN.L,Zenith Energy Ltd.,0.5570,-0.0500,27.342M
1311,TOM.L,TomCo Energy Plc,0.5570,-0.0020,27.882M
1312,SCIR.L,Scirocco Energy Plc,0.5570,-0.0500,25.367M
1313,VAST.L,Vast Resources plc,0.5570,0.0000,22.675M
1314,0VL5.L,Torex Gold Resources Inc.,0.5570,+0.05,26.228M
1315,ZPHR.L,Zephyr Energy plc,0.5570,-0.6000,22.918M
1316,ENET.L,Ethernity Networks Ltd.,0.5570,+0.0500,22.491M
1317,CLA.L,Celsius Resources Limited,0.5570,-0.0250,24.9M
1318,BLU.L,Blue Star Capital plc,0.5570,0.0000,21.231M
1319,0RU5.L,BerGenBio ASA,0.5570,+0.0185,24.592M
1320,GWMO.L,Great Western Mining Corporation PLC,0.5570,+0.0010,20.765M
1321,TRAF.L,Trafalgar Property Group plc,0.5570,-0.0100,23.202M
1322,CORO.L,Coro Energy plc,0.5570,0.0000,22.388M
1323,SOLG.L,SolGold plc,0.5570,+1.31,19.924M
1324,QBT.L,Quantum Blockchain Technologies Plc,0.5570,+0.0250,19.292M
1325,VRS.L,Versarien plc,0.1225,-0.0040,30.078M
1326,BP.L,BP p.l.c.,0.1225,+2.90,28.747M
1327,0NMK.IL,Vestas Wind Systems A/S,0.1225,+0.81,27.258M
1328,BYOT.L,Byotrol plc,0.1225,-0.2250,27.179M
1329,0O1W.IL,SAS AB (publ),0.1225,+0.0009,26.715M
1330,UKOG.L,UK Oil & Gas Investments PLC,0.1225,+0.0075,25.171M
1331,CPX.L,CAP-XX Limited,0.1225,-0.0025,28.714M
1332,0J3I.L,European Lithium Limited,0.1225,-0.0134,27.973M
1333,GLEN.L,Glencore Plc,0.1225,+6.55,23.712M
1334,ZEN.L,Zenith Energy Ltd.,0.1225,-0.0500,27.342M
1335,TOM.L,TomCo Energy Plc,0.1225,-0.0020,27.882M
1336,SCIR.L,Scirocco Energy Plc,0.1225,-0.0500,25.367M
1337,VAST.L,Vast Resources plc,0.1225,0.0000,22.675M
1338,0VL5.L,Torex Gold Resources Inc.,0.1225,+0.05,26.228M
1339,ZPHR.L,Zephyr Energy plc,0.1225,-0.6000,22.918M
1340,ENET.L,Ethernity Networks Ltd.,0.1225,+0.0500,22.491M
1341,CLA.L,Celsius Resources Limited,0.1225,-0.0250,24.9M
1342,BLU.L,Blue Star Capital plc,0.1225,0.0000,21.231M
1343,0RU5.L,BerGenBio ASA,0.1225,+0.0185,24.592M
1344,GWMO.L,Great Western Mining Corporation PLC,0.1225,+0.0010,20.765M
1345,TRAF.L,Trafalgar Property Group plc,0.1225,-0.0100,23.202M
1346,CORO.L,Coro Energy plc,0.1225,0.0000,22.388M
1347,SOLG.L,SolGold plc,0.1225,+1.31,19.924M
1348,QBT.L,Quantum Blockchain Technologies Plc,0.1225,+0.0250,19.292M
1349,NWG.L,NatWest Group plc,0.1225,+2.70,28.94M
1350,BP.L,BP p.l.c.,495.70,+2.90,28.747M
1351,0NMK.IL,Vestas Wind Systems A/S,495.70,+0.81,27.258M
1352,BYOT.L,Byotrol plc,495.70,-0.2250,27.179M
1353,0O1W.IL,SAS AB (publ),495.70,+0.0009,26.715M
1354,UKOG.L,UK Oil & Gas Investments PLC,495.70,+0.0075,25.171M
1355,CPX.L,CAP-XX Limited,495.70,-0.0025,28.714M
1356,0J3I.L,European Lithium Limited,495.70,-0.0134,27.973M
1357,GLEN.L,Glencore Plc,495.70,+6.55,23.712M
1358,ZEN.L,Zenith Energy Ltd.,495.70,-0.0500,27.342M
1359,TOM.L,TomCo Energy Plc,495.70,-0.0020,27.882M
1360,SCIR.L,Scirocco Energy Plc,495.70,-0.0500,25.367M
1361,VAST.L,Vast Resources plc,495.70,0.0000,22.675M
1362,0VL5.L,Torex Gold Resources Inc.,495.70,+0.05,26.228M
1363,ZPHR.L,Zephyr Energy plc,495.70,-0.6000,22.918M
1364,ENET.L,Ethernity Networks Ltd.,495.70,+0.0500,22.491M
1365,CLA.L,Celsius Resources Limited,495.70,-0.0250,24.9M
1366,BLU.L,Blue Star Capital plc,495.70,0.0000,21.231M
1367,0RU5.L,BerGenBio ASA,495.70,+0.0185,24.592M
1368,GWMO.L,Great Western Mining Corporation PLC,495.70,+0.0010,20.765M
1369,TRAF.L,Trafalgar Property Group plc,495.70,-0.0100,23.202M
1370,CORO.L,Coro Energy plc,495.70,0.0000,22.388M
1371,SOLG.L,SolGold plc,495.70,+1.31,19.924M
1372,QBT.L,Quantum Blockchain Technologies Plc,495.70,+0.0250,19.292M
1373,NWG.L,NatWest Group plc,495.70,+2.70,28.94M
1374,HSBA.L,HSBC Holdings plc,495.70,+4.00,18.533M
1375,0NMK.IL,Vestas Wind Systems A/S,192.49,+0.81,27.258M
1376,BYOT.L,Byotrol plc,192.49,-0.2250,27.179M
1377,0O1W.IL,SAS AB (publ),192.49,+0.0009,26.715M
1378,UKOG.L,UK Oil & Gas Investments PLC,192.49,+0.0075,25.171M
1379,CPX.L,CAP-XX Limited,192.49,-0.0025,28.714M
1380,0J3I.L,European Lithium Limited,192.49,-0.0134,27.973M
1381,GLEN.L,Glencore Plc,192.49,+6.55,23.712M
1382,ZEN.L,Zenith Energy Ltd.,192.49,-0.0500,27.342M
1383,TOM.L,TomCo Energy Plc,192.49,-0.0020,27.882M
1384,SCIR.L,Scirocco Energy Plc,192.49,-0.0500,25.367M
1385,VAST.L,Vast Resources plc,192.49,0.0000,22.675M
1386,0VL5.L,Torex Gold Resources Inc.,192.49,+0.05,26.228M
1387,ZPHR.L,Zephyr Energy plc,192.49,-0.6000,22.918M
1388,ENET.L,Ethernity Networks Ltd.,192.49,+0.0500,22.491M
1389,CLA.L,Celsius Resources Limited,192.49,-0.0250,24.9M
1390,BLU.L,Blue Star Capital plc,192.49,0.0000,21.231M
1391,0RU5.L,BerGenBio ASA,192.49,+0.0185,24.592M
1392,GWMO.L,Great Western Mining Corporation PLC,192.49,+0.0010,20.765M
1393,TRAF.L,Trafalgar Property Group plc,192.49,-0.0100,23.202M
1394,CORO.L,Coro Energy plc,192.49,0.0000,22.388M
1395,SOLG.L,SolGold plc,192.49,+1.31,19.924M
1396,QBT.L,Quantum Blockchain Technologies Plc,192.49,+0.0250,19.292M
1397,NWG.L,NatWest Group plc,192.49,+2.70,28.94M
1398,HSBA.L,HSBC Holdings plc,192.49,+4.00,18.533M
1399,CNA.L,Centrica plc,192.49,-1.35,30.971M
1400,BYOT.L,Byotrol plc,0.1500,-0.2250,27.179M
1401,0O1W.IL,SAS AB (publ),0.1500,+0.0009,26.715M
1402,UKOG.L,UK Oil & Gas Investments PLC,0.1500,+0.0075,25.171M
1403,CPX.L,CAP-XX Limited,0.1500,-0.0025,28.714M
1404,0J3I.L,European Lithium Limited,0.1500,-0.0134,27.973M
1405,GLEN.L,Glencore Plc,0.1500,+6.55,23.712M
1406,ZEN.L,Zenith Energy Ltd.,0.1500,-0.0500,27.342M
1407,TOM.L,TomCo Energy Plc,0.1500,-0.0020,27.882M
1408,SCIR.L,Scirocco Energy Plc,0.1500,-0.0500,25.367M
1409,VAST.L,Vast Resources plc,0.1500,0.0000,22.675M
1410,0VL5.L,Torex Gold Resources Inc.,0.1500,+0.05,26.228M
1411,ZPHR.L,Zephyr Energy plc,0.1500,-0.6000,22.918M
1412,ENET.L,Ethernity Networks Ltd.,0.1500,+0.0500,22.491M
1413,CLA.L,Celsius Resources Limited,0.1500,-0.0250,24.9M
1414,BLU.L,Blue Star Capital plc,0.1500,0.0000,21.231M
1415,0RU5.L,BerGenBio ASA,0.1500,+0.0185,24.592M
1416,GWMO.L,Great Western Mining Corporation PLC,0.1500,+0.0010,20.765M
1417,TRAF.L,Trafalgar Property Group plc,0.1500,-0.0100,23.202M
1418,CORO.L,Coro Energy plc,0.1500,0.0000,22.388M
1419,SOLG.L,SolGold plc,0.1500,+1.31,19.924M
1420,QBT.L,Quantum Blockchain Technologies Plc,0.1500,+0.0250,19.292M
1421,NWG.L,NatWest Group plc,0.1500,+2.70,28.94M
1422,HSBA.L,HSBC Holdings plc,0.1500,+4.00,18.533M
1423,CNA.L,Centrica plc,0.1500,-1.35,30.971M
1424,ZX11.L,,0.1500,+2.00,123.9M
1425,0O1W.IL,SAS AB (publ),0.0302,+0.0009,26.715M
1426,UKOG.L,UK Oil & Gas Investments PLC,0.0302,+0.0075,25.171M
1427,CPX.L,CAP-XX Limited,0.0302,-0.0025,28.714M
1428,0J3I.L,European Lithium Limited,0.0302,-0.0134,27.973M
1429,GLEN.L,Glencore Plc,0.0302,+6.55,23.712M
1430,ZEN.L,Zenith Energy Ltd.,0.0302,-0.0500,27.342M
1431,TOM.L,TomCo Energy Plc,0.0302,-0.0020,27.882M
1432,SCIR.L,Scirocco Energy Plc,0.0302,-0.0500,25.367M
1433,VAST.L,Vast Resources plc,0.0302,0.0000,22.675M
1434,0VL5.L,Torex Gold Resources Inc.,0.0302,+0.05,26.228M
1435,ZPHR.L,Zephyr Energy plc,0.0302,-0.6000,22.918M
1436,ENET.L,Ethernity Networks Ltd.,0.0302,+0.0500,22.491M
1437,CLA.L,Celsius Resources Limited,0.0302,-0.0250,24.9M
1438,BLU.L,Blue Star Capital plc,0.0302,0.0000,21.231M
1439,0RU5.L,BerGenBio ASA,0.0302,+0.0185,24.592M
1440,GWMO.L,Great Western Mining Corporation PLC,0.0302,+0.0010,20.765M
1441,TRAF.L,Trafalgar Property Group plc,0.0302,-0.0100,23.202M
1442,CORO.L,Coro Energy plc,0.0302,0.0000,22.388M
1443,SOLG.L,SolGold plc,0.0302,+1.31,19.924M
1444,QBT.L,Quantum Blockchain Technologies Plc,0.0302,+0.0250,19.292M
1445,NWG.L,NatWest Group plc,0.0302,+2.70,28.94M
1446,HSBA.L,HSBC Holdings plc,0.0302,+4.00,18.533M
1447,CNA.L,Centrica plc,0.0302,-1.35,30.971M
1448,ZX11.L,,0.0302,+2.00,123.9M
1449,EUZ.L,Europa Metals Limited,0.0302,0.0000,20.845M
1450,UKOG.L,UK Oil & Gas Investments PLC,0.0650,+0.0075,25.171M
1451,CPX.L,CAP-XX Limited,0.0650,-0.0025,28.714M
1452,0J3I.L,European Lithium Limited,0.0650,-0.0134,27.973M
1453,GLEN.L,Glencore Plc,0.0650,+6.55,23.712M
1454,ZEN.L,Zenith Energy Ltd.,0.0650,-0.0500,27.342M
1455,TOM.L,TomCo Energy Plc,0.0650,-0.0020,27.882M
1456,SCIR.L,Scirocco Energy Plc,0.0650,-0.0500,25.367M
1457,VAST.L,Vast Resources plc,0.0650,0.0000,22.675M
1458,0VL5.L,Torex Gold Resources Inc.,0.0650,+0.05,26.228M
1459,ZPHR.L,Zephyr Energy plc,0.0650,-0.6000,22.918M
1460,ENET.L,Ethernity Networks Ltd.,0.0650,+0.0500,22.491M
1461,CLA.L,Celsius Resources Limited,0.0650,-0.0250,24.9M
1462,BLU.L,Blue Star Capital plc,0.0650,0.0000,21.231M
1463,0RU5.L,BerGenBio ASA,0.0650,+0.0185,24.592M
1464,GWMO.L,Great Western Mining Corporation PLC,0.0650,+0.0010,20.765M
1465,TRAF.L,Trafalgar Property Group plc,0.0650,-0.0100,23.202M
1466,CORO.L,Coro Energy plc,0.0650,0.0000,22.388M
1467,SOLG.L,SolGold plc,0.0650,+1.31,19.924M
1468,QBT.L,Quantum Blockchain Technologies Plc,0.0650,+0.0250,19.292M
1469,NWG.L,NatWest Group plc,0.0650,+2.70,28.94M
1470,HSBA.L,HSBC Holdings plc,0.0650,+4.00,18.533M
1471,CNA.L,Centrica plc,0.0650,-1.35,30.971M
1472,ZX11.L,,0.0650,+2.00,123.9M
1473,EUZ.L,Europa Metals Limited,0.0650,0.0000,20.845M
1474,GGP.L,Greatland Gold plc,0.0650,-0.27,18.056M
1475,CPX.L,CAP-XX Limited,0.1000,-0.0025,28.714M
1476,0J3I.L,European Lithium Limited,0.1000,-0.0134,27.973M
1477,GLEN.L,Glencore Plc,0.1000,+6.55,23.712M
1478,ZEN.L,Zenith Energy Ltd.,0.1000,-0.0500,27.342M
1479,TOM.L,TomCo Energy Plc,0.1000,-0.0020,27.882M
1480,SCIR.L,Scirocco Energy Plc,0.1000,-0.0500,25.367M
1481,VAST.L,Vast Resources plc,0.1000,0.0000,22.675M
1482,0VL5.L,Torex Gold Resources Inc.,0.1000,+0.05,26.228M
1483,ZPHR.L,Zephyr Energy plc,0.1000,-0.6000,22.918M
1484,ENET.L,Ethernity Networks Ltd.,0.1000,+0.0500,22.491M
1485,CLA.L,Celsius Resources Limited,0.1000,-0.0250,24.9M
1486,BLU.L,Blue Star Capital plc,0.1000,0.0000,21.231M
1487,0RU5.L,BerGenBio ASA,0.1000,+0.0185,24.592M
1488,GWMO.L,Great Western Mining Corporation PLC,0.1000,+0.0010,20.765M
1489,TRAF.L,Trafalgar Property Group plc,0.1000,-0.0100,23.202M
1490,CORO.L,Coro Energy plc,0.1000,0.0000,22.388M
1491,SOLG.L,SolGold plc,0.1000,+1.31,19.924M
1492,QBT.L,Quantum Blockchain Technologies Plc,0.1000,+0.0250,19.292M
1493,NWG.L,NatWest Group plc,0.1000,+2.70,28.94M
1494,HSBA.L,HSBC Holdings plc,0.1000,+4.00,18.533M
1495,CNA.L,Centrica plc,0.1000,-1.35,30.971M
1496,ZX11.L,,0.1000,+2.00,123.9M
1497,EUZ.L,Europa Metals Limited,0.1000,0.0000,20.845M
1498,GGP.L,Greatland Gold plc,0.1000,-0.27,18.056M
1499,WINV.L,Worsley Investors Ord,0.1000,-0.20,20.65M
1500,0J3I.L,European Lithium Limited,0.0716,-0.0134,27.973M
1501,GLEN.L,Glencore Plc,0.0716,+6.55,23.712M
1502,ZEN.L,Zenith Energy Ltd.,0.0716,-0.0500,27.342M
1503,TOM.L,TomCo Energy Plc,0.0716,-0.0020,27.882M
1504,SCIR.L,Scirocco Energy Plc,0.0716,-0.0500,25.367M
1505,VAST.L,Vast Resources plc,0.0716,0.0000,22.675M
1506,0VL5.L,Torex Gold Resources Inc.,0.0716,+0.05,26.228M
1507,ZPHR.L,Zephyr Energy plc,0.0716,-0.6000,22.918M
1508,ENET.L,Ethernity Networks Ltd.,0.0716,+0.0500,22.491M
1509,CLA.L,Celsius Resources Limited,0.0716,-0.0250,24.9M
1510,BLU.L,Blue Star Capital plc,0.0716,0.0000,21.231M
1511,0RU5.L,BerGenBio ASA,0.0716,+0.0185,24.592M
1512,GWMO.L,Great Western Mining Corporation PLC,0.0716,+0.0010,20.765M
1513,TRAF.L,Trafalgar Property Group plc,0.0716,-0.0100,23.202M
1514,CORO.L,Coro Energy plc,0.0716,0.0000,22.388M
1515,SOLG.L,SolGold plc,0.0716,+1.31,19.924M
1516,QBT.L,Quantum Blockchain Technologies Plc,0.0716,+0.0250,19.292M
1517,NWG.L,NatWest Group plc,0.0716,+2.70,28.94M
1518,HSBA.L,HSBC Holdings plc,0.0716,+4.00,18.533M
1519,CNA.L,Centrica plc,0.0716,-1.35,30.971M
1520,ZX11.L,,0.0716,+2.00,123.9M
1521,EUZ.L,Europa Metals Limited,0.0716,0.0000,20.845M
1522,GGP.L,Greatland Gold plc,0.0716,-0.27,18.056M
1523,WINV.L,Worsley Investors Ord,0.0716,-0.20,20.65M
1524,0RPI.IL,Saipem SpA,0.0716,+0.0680,16.882M
1525,GLEN.L,Glencore Plc,435.30,+6.55,23.712M
1526,ZEN.L,Zenith Energy Ltd.,435.30,-0.0500,27.342M
1527,TOM.L,TomCo Energy Plc,435.30,-0.0020,27.882M
1528,SCIR.L,Scirocco Energy Plc,435.30,-0.0500,25.367M
1529,VAST.L,Vast Resources plc,435.30,0.0000,22.675M
1530,0VL5.L,Torex Gold Resources Inc.,435.30,+0.05,26.228M
1531,ZPHR.L,Zephyr Energy plc,435.30,-0.6000,22.918M
1532,ENET.L,Ethernity Networks Ltd.,435.30,+0.0500,22.491M
1533,CLA.L,Celsius Resources Limited,435.30,-0.0250,24.9M
1534,BLU.L,Blue Star Capital plc,435.30,0.0000,21.231M
1535,0RU5.L,BerGenBio ASA,435.30,+0.0185,24.592M
1536,GWMO.L,Great Western Mining Corporation PLC,435.30,+0.0010,20.765M
1537,TRAF.L,Trafalgar Property Group plc,435.30,-0.0100,23.202M
1538,CORO.L,Coro Energy plc,435.30,0.0000,22.388M
1539,SOLG.L,SolGold plc,435.30,+1.31,19.924M
1540,QBT.L,Quantum Blockchain Technologies Plc,435.30,+0.0250,19.292M
1541,NWG.L,NatWest Group plc,435.30,+2.70,28.94M
1542,HSBA.L,HSBC Holdings plc,435.30,+4.00,18.533M
1543,CNA.L,Centrica plc,435.30,-1.35,30.971M
1544,ZX11.L,,435.30,+2.00,123.9M
1545,EUZ.L,Europa Metals Limited,435.30,0.0000,20.845M
1546,GGP.L,Greatland Gold plc,435.30,-0.27,18.056M
1547,WINV.L,Worsley Investors Ord,435.30,-0.20,20.65M
1548,0RPI.IL,Saipem SpA,435.30,+0.0680,16.882M
1549,0RJN.IL,"Banco Comercial Português, S.A.",435.30,+0.0064,16.922M
1550,ZEN.L,Zenith Energy Ltd.,2.3000,-0.0500,27.342M
1551,TOM.L,TomCo Energy Plc,2.3000,-0.0020,27.882M
1552,SCIR.L,Scirocco Energy Plc,2.3000,-0.0500,25.367M
1553,VAST.L,Vast Resources plc,2.3000,0.0000,22.675M
1554,0VL5.L,Torex Gold Resources Inc.,2.3000,+0.05,26.228M
1555,ZPHR.L,Zephyr Energy plc,2.3000,-0.6000,22.918M
1556,ENET.L,Ethernity Networks Ltd.,2.3000,+0.0500,22.491M
1557,CLA.L,Celsius Resources Limited,2.3000,-0.0250,24.9M
1558,BLU.L,Blue Star Capital plc,2.3000,0.0000,21.231M
1559,0RU5.L,BerGenBio ASA,2.3000,+0.0185,24.592M
1560,GWMO.L,Great Western Mining Corporation PLC,2.3000,+0.0010,20.765M
1561,TRAF.L,Trafalgar Property Group plc,2.3000,-0.0100,23.202M
1562,CORO.L,Coro Energy plc,2.3000,0.0000,22.388M
1563,SOLG.L,SolGold plc,2.3000,+1.31,19.924M
1564,QBT.L,Quantum Blockchain Technologies Plc,2.3000,+0.0250,19.292M
1565,NWG.L,NatWest Group plc,2.3000,+2.70,28.94M
1566,HSBA.L,HSBC Holdings plc,2.3000,+4.00,18.533M
