playerId,gamesPlayed,playerDetails.givenName,playerDetails.surname,playerDetails.age,playerDetails.heightCm,playerDetails.weightKg,playerDetails.jumperNumber,playerDetails.kickingFoot,playerDetails.stateOfOrigin,playerDetails.draftYear,playerDetails.debutYear,playerDetails.recruitedFrom,playerDetails.draftPosition,playerDetails.draftType,playerDetails.position,playerDetails.bio,playerDetails.aflAwards,playerDetails.photoURL,playerDetails.dateOfBirth,team.teamId,team.teamAbbr,team.teamName,team.teamNickname,totals.matchesPlayed,totals.timeOnGroundPercentage,totals.behinds,totals.bounces,totals.centreBounceAttendances,totals.centreClearances,totals.clangers,totals.contestDefLosses,totals.contestDefLossPercentage,totals.contestDefOneOnOnes,totals.contestedMarks,totals.contestedPossessionRate,totals.contestedPossessions,totals.contestOffOneOnOnes,totals.contestOffWins,totals.contestOffWinsPercentage,totals.defHalfPressureActs,totals.disposalEfficiency,totals.disposals,totals.dreamTeamPoints,totals.effectiveDisposals,totals.effectiveKicks,totals.f50GroundBallGets,totals.freesAgainst,totals.freesFor,totals.goalAccuracy,totals.goalAssists,totals.goals,totals.groundBallGets,totals.handballs,totals.hitouts,totals.hitoutsToAdvantage,totals.hitoutToAdvantageRate,totals.hitoutWinPercentage,totals.inside50s,totals.interceptMarks,totals.intercepts,totals.kickEfficiency,totals.kickins,totals.kickinsPlayon,totals.kicks,totals.kickToHandballRatio,totals.marks,totals.marksInside50,totals.marksOnLead,totals.metresGained,totals.onePercenters,totals.pressureActs,totals.ranking,totals.ratingPoints,totals.rebound50s,totals.ruckContests,totals.scoreInvolvements,totals.scoreLaunches,totals.shotsAtGoal,totals.spoils,totals.stoppageClearances,totals.tackles,totals.tacklesInside50,totals.totalClearances,totals.totalPossessions,totals.turnovers,totals.uncontestedPossessions,averages.matchesPlayed,averages.timeOnGroundPercentage,averages.behinds,averages.bounces,averages.centreBounceAttendances,averages.centreClearances,averages.clangers,averages.contestDefLosses,averages.contestDefLossPercentage,averages.contestDefOneOnOnes,averages.contestedMarks,averages.contestedPossessionRate,averages.contestedPossessions,averages.contestOffOneOnOnes,averages.contestOffWins,averages.contestOffWinsPercentage,averages.defHalfPressureActs,averages.disposalEfficiency,averages.disposals,averages.dreamTeamPoints,averages.effectiveDisposals,averages.effectiveKicks,averages.f50GroundBallGets,averages.freesAgainst,averages.freesFor,averages.goalAccuracy,averages.goalAssists,averages.goals,averages.groundBallGets,averages.handballs,averages.hitouts,averages.hitoutsToAdvantage,averages.hitoutToAdvantageRate,averages.hitoutWinPercentage,averages.inside50s,averages.interceptMarks,averages.intercepts,averages.kickEfficiency,averages.kickins,averages.kickinsPlayon,averages.kicks,averages.kickToHandballRatio,averages.marks,averages.marksInside50,averages.marksOnLead,averages.metresGained,averages.onePercenters,averages.pressureActs,averages.ratingPoints,averages.rebound50s,averages.ruckContests,averages.scoreInvolvements,averages.scoreLaunches,averages.shotsAtGoal,averages.spoils,averages.stoppageClearances,averages.tackles,averages.tacklesInside50,averages.totalClearances,averages.totalPossessions,averages.turnovers,averages.uncontestedPossessions
CD_I1006100,3.0,Thomas,Berry,23,185,0,16,RIGHT,VIC,2018,2020,Horsham Saints (Vic)/Ballarat Clarendon Coll (Vic)/GWV U18/Bris,36.0,nationalDraft,MEDIUM_FORWARD,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006100.png?im=Scale,width=0.6,height=0.6",01/05/2000,CD_T1000,GCFC,Gold Coast SUNS,SUNS,3.0,67.8,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,51.5,17.0,3.0,2.0,66.7,4.0,71.0,31.0,151.0,22.0,11.0,0.0,2.0,5.0,66.7,1.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,57.9,0.0,0.0,19.0,1.6,6.0,1.0,2.0,603.0,6.0,36.0,523.0,56.1,2.0,0.0,7.0,1.0,3.0,5.0,0.0,10.0,3.0,1.0,33.0,9.0,16.0,3.0,67.8,0.3,0.0,0.0,0.3,1.7,0.0,0.0,0.0,0.0,51.5,5.7,1.0,0.7,66.7,1.3,71.0,10.3,50.3,7.3,3.7,0.0,0.7,1.7,66.7,0.3,0.7,4.0,4.0,0.0,0.0,0.0,0.0,2.3,0.0,1.7,57.9,0.0,0.0,6.3,1.6,2.0,0.3,0.7,201.2,2.0,12.0,56.1,0.7,0.0,2.3,0.3,1.0,1.7,0.0,3.3,1.0,0.3,11.0,3.0,5.3
CD_I1006103,3.0,Jye,Caldwell,23,183,0,6,RIGHT,VIC,2018,2019,Golden Square (Vic)/Geelong Grammar (Vic)/Bendigo U18/GWS,11.0,nationalDraft,MEDIUM_FORWARD,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006103.png?im=Scale,width=0.6,height=0.6",28/09/2000,CD_T50,ESS,Essendon,Bombers,3.0,73.2,0.0,0.0,12.0,2.0,6.0,0.0,0.0,0.0,1.0,49.0,24.0,0.0,0.0,0.0,18.0,81.6,49.0,211.0,40.0,13.0,3.0,3.0,3.0,50.0,4.0,1.0,18.0,31.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,72.2,0.0,0.0,18.0,0.6,9.0,0.0,0.0,615.0,2.0,47.0,149.0,345.4,1.0,0.0,15.0,2.0,2.0,1.0,4.0,17.0,4.0,6.0,49.0,5.0,25.0,3.0,73.2,0.0,0.0,12.0,0.7,2.0,0.0,0.0,0.0,0.3,49.0,8.0,0.0,0.0,0.0,6.0,81.6,16.3,70.3,13.3,4.3,1.0,1.0,1.0,50.0,1.3,0.3,6.0,10.3,0.0,0.0,0.0,0.0,3.3,0.0,2.0,72.2,0.0,0.0,6.0,0.6,3.0,0.0,0.0,205.1,0.7,15.7,345.4,0.3,0.0,5.0,0.7,0.7,0.3,1.3,5.7,1.3,2.0,16.3,1.7,8.3
CD_I1006114,3.0,Bailey J.,Williams,23,201,0,32,RIGHT,VIC,2018,2020,Pines (Vic)/Western Port SC (Vic)/Dandenong U18,35.0,nationalDraft,RUCK,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006114.png?im=Scale,width=0.6,height=0.6",17/04/2000,CD_T150,WCE,West Coast Eagles,Eagles,3.0,81.0,2.0,0.0,60.0,4.0,6.0,1.0,50.0,2.0,0.0,71.8,28.0,2.0,0.0,0.0,20.0,67.6,37.0,177.0,25.0,13.0,0.0,2.0,4.0,33.3,0.0,1.0,13.0,15.0,54.0,12.0,22.2,33.1,9.0,0.0,2.0,59.1,0.0,0.0,22.0,1.5,3.0,1.0,2.0,814.0,5.0,35.0,152.0,343.0,1.0,163.0,13.0,7.0,3.0,4.0,12.0,3.0,0.0,16.0,39.0,7.0,11.0,3.0,81.0,0.7,0.0,60.0,1.3,2.0,0.3,50.0,0.7,0.0,71.8,9.3,0.7,0.0,0.0,6.7,67.6,12.3,59.0,8.3,4.3,0.0,0.7,1.3,33.3,0.0,0.3,4.3,5.0,18.0,4.0,22.2,33.1,3.0,0.0,0.7,59.1,0.0,0.0,7.3,1.5,1.0,0.3,0.7,271.7,1.7,11.7,343.0,0.3,54.3,4.3,2.3,1.0,1.3,4.0,1.0,0.0,5.3,13.0,2.3,3.7
CD_I1006121,3.0,Zak,Butters,23,181,0,9,RIGHT,VIC,2018,2019,Darley (Vic)/Maribyrnong College (Vic)/Western U18,12.0,nationalDraft,MIDFIELDER,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006121.png?im=Scale,width=0.6,height=0.6",08/09/2000,CD_T110,PORT,Port Adelaide,Power,3.0,81.8,0.0,7.0,65.0,5.0,7.0,0.0,0.0,0.0,0.0,33.7,30.0,0.0,0.0,0.0,9.0,77.0,87.0,303.0,67.0,32.0,1.0,2.0,7.0,66.7,4.0,2.0,22.0,46.0,0.0,0.0,0.0,0.0,14.0,2.0,7.0,78.0,0.0,0.0,41.0,0.9,17.0,0.0,2.0,988.0,3.0,27.0,7.0,563.8,3.0,0.0,28.0,5.0,3.0,2.0,7.0,6.0,1.0,12.0,89.0,6.0,59.0,3.0,81.8,0.0,2.3,65.0,1.7,2.3,0.0,0.0,0.0,0.0,33.7,10.0,0.0,0.0,0.0,3.0,77.0,29.0,101.0,22.3,10.7,0.3,0.7,2.3,66.7,1.3,0.7,7.3,15.3,0.0,0.0,0.0,0.0,4.7,0.7,2.3,78.0,0.0,0.0,13.7,0.9,5.7,0.0,0.7,329.4,1.0,9.0,563.8,1.0,0.0,9.3,1.7,1.0,0.7,2.3,2.0,0.3,4.0,29.7,2.0,19.7
CD_I1006126,4.0,James,Rowbottom,23,186,0,8,RIGHT,VIC,2018,2019,Camberwell (Vic)/St Kevin&apos;s College (Vic)/Oakleigh U18,25.0,nationalDraft,MIDFIELDER,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006126.png?im=Scale,width=0.6,height=0.6",19/09/2000,CD_T160,SYD,Sydney Swans,Swans,4.0,79.1,3.0,1.0,63.0,2.0,13.0,0.0,0.0,0.0,1.0,56.1,37.0,0.0,0.0,0.0,49.0,71.2,66.0,352.0,47.0,19.0,1.0,6.0,8.0,25.0,1.0,1.0,25.0,31.0,0.0,0.0,0.0,0.0,13.0,2.0,17.0,54.3,0.0,0.0,35.0,1.1,6.0,0.0,0.0,1029.0,3.0,119.0,60.0,438.9,6.0,0.0,19.0,8.0,4.0,2.0,9.0,42.0,7.0,11.0,66.0,16.0,29.0,4.0,79.1,0.8,0.3,63.0,0.5,3.3,0.0,0.0,0.0,0.3,56.1,9.3,0.0,0.0,0.0,12.3,71.2,16.5,88.0,11.8,4.8,0.3,1.5,2.0,25.0,0.3,0.3,6.3,7.8,0.0,0.0,0.0,0.0,3.3,0.5,4.3,54.3,0.0,0.0,8.8,1.1,1.5,0.0,0.0,257.5,0.8,29.8,438.9,1.5,0.0,4.8,2.0,1.0,0.5,2.3,10.5,1.8,2.8,16.5,4.0,7.3
CD_I1006127,3.0,Rhylee,West,23,183,0,14,RIGHT,VIC,2018,2019,Strathmore (Vic)/St Kevin&apos;s College (Vic)/Calder U18,26.0,fatherSon,MEDIUM_FORWARD,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006127.png?im=Scale,width=0.6,height=0.6",12/07/2000,CD_T140,WB,Western Bulldogs,Bulldogs,3.0,83.3,1.0,1.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,38.6,17.0,2.0,0.0,0.0,12.0,80.5,41.0,189.0,33.0,21.0,5.0,3.0,5.0,66.7,1.0,2.0,13.0,15.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,80.8,0.0,0.0,26.0,1.7,12.0,2.0,3.0,734.0,3.0,49.0,321.0,225.9,0.0,0.0,15.0,5.0,3.0,3.0,1.0,9.0,5.0,2.0,44.0,7.0,27.0,3.0,83.3,0.3,0.3,4.0,0.3,3.0,0.0,0.0,0.0,0.0,38.6,5.7,0.7,0.0,0.0,4.0,80.5,13.7,63.0,11.0,7.0,1.7,1.0,1.7,66.7,0.3,0.7,4.3,5.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,80.8,0.0,0.0,8.7,1.7,4.0,0.7,1.0,244.9,1.0,16.3,225.9,0.0,0.0,5.0,1.7,1.0,1.0,0.3,3.0,1.7,0.7,14.7,2.3,9.0
CD_I1006130,0.0,Bailey,Smith,23,185,0,6,RIGHT,VIC,2018,2019,East Malvern (Vic)/Xavier College (Vic)/Old Xavs (Vic)/Sandr U18,7.0,nationalDraft,MIDFIELDER_FORWARD,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006130.png?im=Scale,width=0.6,height=0.6",07/12/2000,CD_T140,WB,Western Bulldogs,Bulldogs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,330.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1006133,4.0,Jack,Ross,23,187,0,5,RIGHT,VIC,2018,2019,Waverley Hawks (Vic)/Caulfield Grammar (Vic)/Oakleigh U18,43.0,nationalDraft,MIDFIELDER,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006133.png?im=Scale,width=0.6,height=0.6",03/09/2000,CD_T120,RICH,Richmond,Tigers,4.0,69.4,0.0,0.0,29.0,2.0,8.0,0.0,0.0,0.0,1.0,32.4,23.0,0.0,0.0,0.0,22.0,68.6,70.0,235.0,48.0,20.0,2.0,0.0,1.0,100.0,2.0,1.0,15.0,37.0,0.0,0.0,0.0,0.0,14.0,1.0,8.0,60.6,0.0,0.0,33.0,0.9,13.0,1.0,0.0,1219.0,2.0,40.0,158.0,340.2,7.0,0.0,20.0,4.0,1.0,1.0,5.0,4.0,0.0,7.0,71.0,14.0,48.0,4.0,69.4,0.0,0.0,29.0,0.5,2.0,0.0,0.0,0.0,0.3,32.4,5.8,0.0,0.0,0.0,5.5,68.6,17.5,58.8,12.0,5.0,0.5,0.0,0.3,100.0,0.5,0.3,3.8,9.3,0.0,0.0,0.0,0.0,3.5,0.3,2.0,60.6,0.0,0.0,8.3,0.9,3.3,0.3,0.0,305.0,0.5,10.0,340.2,1.8,0.0,5.0,1.0,0.3,0.3,1.3,1.0,0.0,1.8,17.8,3.5,12.0
CD_I1006135,3.0,Xavier,O'Halloran,23,187,0,33,RIGHT,VIC,2018,2020,St Bernard&apos;s (Vic)/St Bernard&apos;s College (Vic)/Western U18,22.0,nationalDraft,MIDFIELDER,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006135.png?im=Scale,width=0.6,height=0.6",11/07/2000,CD_T1010,GWS,GWS GIANTS,GIANTS,3.0,70.0,0.0,0.0,26.0,4.0,16.0,0.0,0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,25.0,59.5,42.0,160.0,25.0,13.0,3.0,5.0,0.0,0.0,4.0,0.0,10.0,19.0,0.0,0.0,0.0,0.0,13.0,1.0,4.0,56.5,0.0,0.0,23.0,1.2,8.0,0.0,0.0,779.0,5.0,56.0,375.0,177.4,4.0,0.0,12.0,2.0,0.0,2.0,0.0,11.0,1.0,4.0,44.0,15.0,33.0,3.0,70.0,0.0,0.0,26.0,1.3,5.3,0.0,0.0,0.0,0.0,25.0,3.7,0.0,0.0,0.0,8.3,59.5,14.0,53.3,8.3,4.3,1.0,1.7,0.0,0.0,1.3,0.0,3.3,6.3,0.0,0.0,0.0,0.0,4.3,0.3,1.3,56.5,0.0,0.0,7.7,1.2,2.7,0.0,0.0,259.7,1.7,18.7,177.4,1.3,0.0,4.0,0.7,0.0,0.7,0.0,3.7,0.3,1.3,14.7,5.0,11.0
CD_I1006136,2.0,Lachlan,Sholl,24,186,0,38,RIGHT,VIC,2018,2020,St Bernard&apos;s (Vic)/St Bernard&apos;s College (Vic)/Calder U18,64.0,nationalDraft,MIDFIELDER,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006136.png?im=Scale,width=0.6,height=0.6",07/03/2000,CD_T10,ADEL,Adelaide Crows,Crows,2.0,87.1,0.0,0.0,0.0,0.0,6.0,1.0,100.0,1.0,0.0,21.6,8.0,0.0,0.0,0.0,21.0,66.7,39.0,151.0,26.0,19.0,1.0,2.0,0.0,100.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,70.4,0.0,0.0,27.0,2.3,10.0,0.0,0.0,661.0,5.0,35.0,386.0,171.4,3.0,0.0,6.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,37.0,12.0,29.0,2.0,87.1,0.0,0.0,0.0,0.0,3.0,0.5,100.0,0.5,0.0,21.6,4.0,0.0,0.0,0.0,10.5,66.7,19.5,75.5,13.0,9.5,0.5,1.0,0.0,100.0,0.0,0.5,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.5,3.5,70.4,0.0,0.0,13.5,2.3,5.0,0.0,0.0,330.9,2.5,17.5,171.4,1.5,0.0,3.0,0.5,0.5,2.0,0.5,2.0,0.5,0.5,18.5,6.0,14.5
CD_I1006137,0.0,Curtis,Taylor,23,188,0,5,RIGHT,VIC,2018,2019,Keilor (Vic)/Calder U18,46.0,nationalDraft,MIDFIELDER_FORWARD,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006137.png?im=Scale,width=0.6,height=0.6",06/04/2000,CD_T100,NMFC,North Melbourne,Kangaroos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,189.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1006143,2.0,Max,King,23,202,0,12,RIGHT,VIC,2018,2020,East Sandr (Vic)/Old Haileybury (Vic)/H&apos;bury Coll (Vic)/Sandr U18,4.0,nationalDraft,KEY_FORWARD,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006143.png?im=Scale,width=0.6,height=0.6",07/07/2000,CD_T130,STK,St Kilda,Saints,2.0,92.3,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,41.9,13.0,7.0,4.0,57.1,3.0,75.0,32.0,182.0,24.0,17.0,1.0,1.0,6.0,50.0,4.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,68.0,0.0,0.0,25.0,3.6,16.0,6.0,4.0,967.0,0.0,10.0,270.0,263.1,0.0,0.0,19.0,1.0,10.0,0.0,0.0,2.0,2.0,0.0,31.0,6.0,18.0,2.0,92.3,2.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.0,41.9,6.5,3.5,2.0,57.1,1.5,75.0,16.0,91.0,12.0,8.5,0.5,0.5,3.0,50.0,2.0,2.5,1.5,3.5,0.0,0.0,0.0,0.0,7.0,0.5,0.5,68.0,0.0,0.0,12.5,3.6,8.0,3.0,2.0,484.0,0.0,5.0,263.1,0.0,0.0,9.5,0.5,5.0,0.0,0.0,1.0,1.0,0.0,15.5,3.0,9.0
CD_I1006144,3.0,Ben,King,23,202,0,34,RIGHT,VIC,2018,2019,East Sandr (Vic)/Old Haileybury (Vic)/H&apos;bury Coll (Vic)/Sandr U18,6.0,nationalDraft,KEY_FORWARD,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006144.png?im=Scale,width=0.6,height=0.6",07/07/2000,CD_T1000,GCFC,Gold Coast SUNS,SUNS,3.0,85.8,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,61.9,13.0,9.0,1.0,11.1,2.0,76.2,21.0,135.0,16.0,10.0,6.0,2.0,3.0,63.6,0.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,71.4,0.0,0.0,14.0,2.0,10.0,8.0,2.0,266.0,2.0,24.0,427.0,139.3,0.0,0.0,14.0,0.0,11.0,2.0,0.0,2.0,0.0,0.0,21.0,4.0,8.0,3.0,85.8,0.7,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,61.9,4.3,3.0,0.3,11.1,0.7,76.2,7.0,45.0,5.3,3.3,2.0,0.7,1.0,63.6,0.0,2.3,2.0,2.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,71.4,0.0,0.0,4.7,2.0,3.3,2.7,0.7,88.9,0.7,8.0,139.3,0.0,0.0,4.7,0.0,3.7,0.7,0.0,0.7,0.0,0.0,7.0,1.3,2.7
CD_I1006148,4.0,Bobby,Hill,24,175,0,23,RIGHT,WA,2018,2019,Northam Barons (WA)/Perth (WAFL)/GWS,24.0,nationalDraft,MEDIUM_FORWARD,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006148.png?im=Scale,width=0.6,height=0.6",09/02/2000,CD_T40,COLL,Collingwood,Magpies,4.0,75.5,1.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,39.0,16.0,3.0,1.0,33.3,9.0,72.1,43.0,228.0,31.0,18.0,8.0,3.0,1.0,80.0,2.0,8.0,14.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,62.1,0.0,0.0,29.0,2.1,12.0,5.0,2.0,616.0,2.0,56.0,250.0,275.7,1.0,0.0,17.0,0.0,10.0,2.0,2.0,9.0,6.0,2.0,41.0,12.0,25.0,4.0,75.5,0.3,0.5,0.0,0.0,3.3,0.0,0.0,0.0,0.3,39.0,4.0,0.8,0.3,33.3,2.3,72.1,10.8,57.0,7.8,4.5,2.0,0.8,0.3,80.0,0.5,2.0,3.5,3.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,62.1,0.0,0.0,7.3,2.1,3.0,1.3,0.5,154.2,0.5,14.0,275.7,0.3,0.0,4.3,0.0,2.5,0.5,0.5,2.3,1.5,0.5,10.3,3.0,6.3
CD_I1006152,3.0,Jordan,Clark,23,185,0,6,RIGHT,WA,2018,2019,"Railways, Albany (WA)/Claremont (WAFL)/Geelong",15.0,nationalDraft,MEDIUM_DEFENDER,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006152.png?im=Scale,width=0.6,height=0.6",16/10/2000,CD_T60,FRE,Fremantle,Freo,3.0,83.5,0.0,4.0,0.0,0.0,8.0,1.0,33.3,3.0,1.0,22.2,16.0,0.0,0.0,0.0,26.0,88.5,78.0,293.0,69.0,44.0,0.0,2.0,5.0,0.0,2.0,0.0,11.0,27.0,0.0,0.0,0.0,0.0,9.0,6.0,18.0,86.3,7.0,5.0,51.0,1.9,21.0,0.0,0.0,1306.0,8.0,38.0,157.0,341.5,18.0,0.0,10.0,4.0,0.0,5.0,3.0,6.0,0.0,3.0,72.0,11.0,56.0,3.0,83.5,0.0,1.3,0.0,0.0,2.7,0.3,33.3,1.0,0.3,22.2,5.3,0.0,0.0,0.0,8.7,88.5,26.0,97.7,23.0,14.7,0.0,0.7,1.7,0.0,0.7,0.0,3.7,9.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,86.3,7.0,5.0,17.0,1.9,7.0,0.0,0.0,435.5,2.7,12.7,341.5,6.0,0.0,3.3,1.3,0.0,1.7,1.0,2.0,0.0,1.0,24.0,3.7,18.7
CD_I1006193,0.0,Bigoa,Nyuon,22,197,0,28,RIGHT,VIC,2019,2022,Rowville (Vic)/Rowville Secondary College (Vic)/Dandenong U18/Richmond,54.0,nationalDraft,RUCK,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006193.png?im=Scale,width=0.6,height=0.6",18/05/2001,CD_T100,NMFC,North Melbourne,Kangaroos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1006203,3.0,Chayce,Jones,24,180,0,1,RIGHT,TAS,2018,2019,Launceston (Tas),9.0,nationalDraft,MIDFIELDER,,,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2024014/1006203.png?im=Scale,width=0.6,height=0.6",14/01/2000,CD_T10,ADEL,Adelaide Crows,Crows,3.0,85.8,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,37.5,15.0,0.0,0.0,0.0,22.0,65.9,41.0,137.0,27.0,13.0,1.0,2.0,3.0,0.0,1.0,0.0,11.0,18.0,0.0,0.0,0.0,0.0,6.0,4.0,13.0,56.5,0.0,0.0,23.0,1.3,5.0,0.0,0.0,627.0,2.0,39.0,253.0,274.2,7.0,0.0,6.0,2.0,0.0,0.0,4.0,5.0,0.0,5.0,40.0,6.0,25.0,3.0,85.8,0.0,0.0,0.0,0.3,1.7,0.0,0.0,0.0,0.0,37.5,5.0,0.0,0.0,0.0,7.3,65.9,13.7,45.7,9.0,4.3,0.3,0.7,1.0,0.0,0.3,0.0,3.7,6.0,0.0,0.0,0.0,0.0,2.0,1.3,4.3,56.5,0.0,0.0,7.7,1.3,1.7,0.0,0.0,209.0,0.7,13.0,274.2,2.3,0.0,2.0,0.7,0.0,0.0,1.3,1.7,0.0,1.7,13.3,2.0,8.3
